date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,cleaned_review,sentiment,sentiment_score
2/2/2025,Needs Improvement,"Democrat catch range season lead. Increase ahead situation from newspaper.
Situation think describe high call half method. Fire list woman per hotel explain drug.",3,katie80,89,162,Mobile,hi,UK,4.0,No,democrat catch range season lead increase ahead situation newspaper situation think describe high call half method fire list woman per hotel explain drug,neutral,1
3/6/2025,Buggy,"Other field star bed above toward apply easy. Up nice enough quite town set.
Fish player stop I tax dark easy. Produce power tonight trial.",2,aweber,43,139,Web,de,Germany,3.5,No,field star bed toward apply easy nice enough quite town set fish player stop tax dark easy produce power tonight trial,negative,0
4/22/2024,Waste of Time,"Interest share short boy war third agreement. Conference agreement station statement need figure cover.
Must radio who. Deal chance claim couple next. Positive seek by work leg.",1,nlogan,82,177,Web,es,Canada,3.0,Yes,interest share short boy war third agreement conference agreement station statement need figure cover must radio deal chance claim couple next positive seek work leg,negative,0
8/3/2024,Too Slow,"Beat firm enjoy and senior charge. Form meet people economy end offer.
Shoulder face know oil guy late. Question team such them someone writer event tree.",5,james86,41,154,Web,fr,Australia,3.5,Yes,beat firm enjoy senior charge form meet people economy end offer shoulder face know oil guy late question team someone writer event tree,positive,2
10/28/2024,Fantastic Experience,"Computer for work attorney information ability. Enjoy more about box send up. According student allow pick page expect discover.
Hold character according see agency. Already several sort fund free.",5,martinmaria,40,197,Web,de,UK,4.0,Yes,computer work attorney information ability enjoy box send according student allow pick page expect discover hold character according see agency already several sort fund free,positive,2
9/3/2024,Great Tool!,"Us what three involve. Skin million rather.
Require beyond student later when. House life building memory mouth five.",4,cannonchris,89,117,Web,en,USA,3.5,Yes,u three involve skin million rather require beyond student later house life building memory mouth five,positive,2
8/8/2024,Impressive,"Voice black him second. Your name argue collection create begin. Continue commercial yeah hand.
Matter mind real watch. Many analysis two baby morning later think here. Listen would pick.",4,wmiller,75,187,Mobile,es,Canada,4.0,Yes,voice black second name argue collection create begin continue commercial yeah hand matter mind real watch many analysis two baby morning later think listen would pick,positive,2
2/15/2025,Not Accurate,Character address public into. Early budget might simple above beat assume seat.,3,timothyhernandez,30,80,Web,de,USA,4.0,Yes,character address public early budget might simple beat assume seat,neutral,1
4/16/2024,Needs Improvement,"Future herself drug near whose. Show know east figure.
Worry garden white tend enjoy kitchen allow lawyer. Improve return successful argue police since four.",1,nathanielwade,38,157,Mobile,en,USA,3.5,No,future drug near whose show know east figure worry garden white tend enjoy kitchen allow lawyer improve return successful argue police since four,negative,0
7/8/2024,Fantastic Experience,"Country economic deal remember.
You three article record kitchen certainly.",3,ryanmarquez,4,75,Mobile,es,Australia,4.0,Yes,country economic deal remember three article record kitchen certainly,neutral,1
1/22/2025,Impressive,"Just right second itself center. Join service cut.
Around none thought soldier himself forward help. All involve appear sure tough eye not. Many down memory war.",3,gravesbradley,82,161,Mobile,hi,Canada,4.1,Yes,right second center join service cut around none thought soldier forward help involve appear sure tough eye many memory war,neutral,1
9/6/2024,Great Tool!,"Check available above sign. Fact economy assume. Really stage bring soon space effort thus be.
Cold table else wonder since international quickly.",5,odonnelljackie,86,146,Web,fr,Canada,4.1,Yes,check available sign fact economy assume really stage bring soon space effort thus cold table else wonder since international quickly,positive,2
11/16/2024,Buggy,"Thing table anyone present radio. Agree laugh reveal budget fire despite. Design action under huge whole itself region yourself.
Use take her.",3,brandon30,75,142,Mobile,de,Canada,4.0,No,thing table anyone present radio agree laugh reveal budget fire despite design action huge whole region use take,neutral,1
8/19/2024,Fantastic Experience,"Better shake race minute. Response your television special call subject.
Organization cut free amount him prevent. Team south people at far.",1,mckenzieashley,6,140,Web,de,Germany,3.0,No,better shake race minute response television special call subject organization cut free amount prevent team south people far,negative,0
10/3/2024,Buggy,"Floor such community someone my. Mean everyone sit bit girl. Yeah reflect I range rule still your. Stock morning range star.
Hospital green art maintain environment. Suggest plan certainly national.",4,brookesmith,58,198,Mobile,de,India,3.0,Yes,floor community someone mean everyone sit bit girl yeah reflect range rule still stock morning range star hospital green art maintain environment suggest plan certainly national,positive,2
3/23/2025,Impressive,"Surface direction poor assume tonight morning.
Exist conference time safe.
Forget like ready head. Down product consumer five buy resource class.",1,choistephanie,76,145,Web,fr,USA,4.1,Yes,surface direction poor assume tonight morning exist conference time safe forget like ready head product consumer five buy resource class,negative,0
3/28/2024,Too Slow,"Could rule report baby you. Ahead whose everybody past alone.
Agree economy attorney church see water special send. Area old keep college per involve.",5,mathewolsen,60,150,Web,de,UK,3.0,No,could rule report baby ahead whose everybody past alone agree economy attorney church see water special send area old keep college per involve,positive,2
